,timestamp,customer_no,location
312,07:43,32,dairy
313,07:43,34,drinks
314,07:43,37,fruit
315,07:43,39,dairy
316,07:43,40,dairy
317,07:43,41,dairy
318,07:43,42,dairy
319,07:43,43,entrance
320,07:44,12,dairy
321,07:44,29,fruit
322,07:44,32,dairy
323,07:44,34,drinks
324,07:44,39,dairy
325,07:44,40,dairy
326,07:44,41,dairy
327,07:44,42,dairy
328,07:44,43,dairy
329,07:44,44,entrance
330,07:45,12,dairy
331,07:45,29,fruit
332,07:45,32,dairy
333,07:45,34,fruit
334,07:45,39,dairy
335,07:45,40,fruit
336,07:45,41,dairy
337,07:45,42,dairy
338,07:45,43,dairy
339,07:45,44,fruit
340,07:45,45,entrance
341,07:46,12,dairy
342,07:46,29,fruit
343,07:46,32,dairy
344,07:46,34,fruit
345,07:46,39,dairy
346,07:46,40,fruit
347,07:46,41,dairy
348,07:46,42,fruit
349,07:46,43,dairy
350,07:46,44,fruit
351,07:46,45,fruit
352,07:46,46,entrance
353,07:47,12,dairy
354,07:47,29,fruit
355,07:47,32,dairy
356,07:47,34,dairy
357,07:47,39,dairy
358,07:47,40,drinks
359,07:47,41,dairy
360,07:47,42,fruit
361,07:47,43,dairy
362,07:47,44,fruit
363,07:47,45,fruit
364,07:47,46,fruit
365,07:47,47,entrance
366,07:48,29,dairy
367,07:48,32,spices
368,07:48,39,dairy
369,07:48,40,drinks
370,07:48,41,dairy
371,07:48,42,fruit
372,07:48,43,dairy
373,07:48,44,fruit
374,07:48,45,fruit
375,07:48,47,drinks
376,07:48,48,entrance
377,07:49,29,drinks
378,07:49,32,dairy
379,07:49,39,spices
380,07:49,40,drinks
381,07:49,41,dairy
382,07:49,42,fruit
383,07:49,43,dairy
384,07:49,45,fruit
385,07:49,47,drinks
386,07:49,48,fruit
387,07:49,49,entrance
388,07:50,29,spices
389,07:50,32,dairy
390,07:50,39,spices
391,07:50,40,drinks
392,07:50,42,fruit
393,07:50,43,spices
394,07:50,47,checkout
395,07:50,48,fruit
396,07:50,49,spices
397,07:50,50,entrance
398,07:51,29,fruit
399,07:51,32,dairy
400,07:51,39,dairy
401,07:51,40,fruit
402,07:51,42,fruit
403,07:51,43,spices
404,07:51,48,checkout
405,07:51,49,spices
406,07:51,50,dairy
407,07:51,51,entrance
408,07:52,32,checkout
409,07:52,39,dairy
410,07:52,40,fruit
411,07:52,42,fruit
412,07:52,43,spices
413,07:52,49,spices
414,07:52,50,dairy
415,07:52,51,fruit
416,07:52,52,entrance
417,07:53,39,dairy
418,07:53,42,fruit
419,07:53,43,spices
420,07:53,49,drinks
421,07:53,50,dairy
422,07:53,51,drinks
423,07:53,52,fruit
424,07:53,53,entrance
425,07:54,39,dairy
426,07:54,43,spices
427,07:54,49,drinks
428,07:54,50,dairy
429,07:54,51,drinks
430,07:54,53,dairy
431,07:54,54,entrance
432,07:55,43,checkout
433,07:55,49,drinks
434,07:55,50,dairy
435,07:55,51,dairy
436,07:55,53,dairy
437,07:55,54,dairy
438,07:55,55,entrance
439,07:56,49,drinks
440,07:56,50,dairy
441,07:56,51,dairy
442,07:56,53,dairy
443,07:56,54,dairy
444,07:56,55,dairy
445,07:56,56,entrance
446,07:57,49,fruit
447,07:57,50,fruit
448,07:57,51,dairy
449,07:57,53,fruit
450,07:57,54,drinks
451,07:57,55,dairy
452,07:57,56,dairy
453,07:57,57,entrance
454,07:58,49,fruit
455,07:58,50,fruit
456,07:58,51,drinks
457,07:58,53,fruit
458,07:58,55,dairy
459,07:58,56,dairy
460,07:58,57,dairy
461,07:58,58,entrance
462,07:59,49,fruit
463,07:59,50,fruit
464,07:59,51,drinks
465,07:59,53,fruit
466,07:59,55,dairy
467,07:59,56,drinks
468,07:59,57,dairy
469,07:59,58,fruit
470,07:59,59,entrance
471,08:00,49,fruit
472,08:00,50,fruit
473,08:00,51,drinks
474,08:00,55,spices
475,08:00,56,spices
476,08:00,57,spices
477,08:00,58,dairy
478,08:00,59,fruit
479,08:00,60,entrance
480,08:01,49,fruit
481,08:01,50,drinks
482,08:01,51,spices
483,08:01,55,drinks
484,08:01,56,spices
485,08:01,57,spices
486,08:01,58,dairy
487,08:01,59,fruit
488,08:01,60,drinks
489,08:01,61,entrance
490,08:02,49,fruit
491,08:02,51,checkout
492,08:02,55,drinks
493,08:02,56,spices
494,08:02,58,dairy
495,08:02,60,drinks
496,08:02,61,fruit
497,08:02,62,entrance
498,08:03,49,fruit
499,08:03,55,drinks
500,08:03,58,dairy
501,08:03,61,checkout
502,08:03,62,dairy
503,08:03,63,entrance
504,08:04,49,dairy
505,08:04,55,fruit
506,08:04,58,dairy
507,08:04,62,dairy
508,08:04,63,fruit
509,08:04,64,entrance
510,08:05,49,dairy
511,08:05,55,fruit
512,08:05,58,dairy
513,08:05,62,dairy
514,08:05,63,fruit
515,08:05,64,drinks
516,08:05,65,entrance
517,08:06,49,dairy
518,08:06,55,fruit
519,08:06,58,dairy
520,08:06,62,fruit
521,08:06,63,dairy
522,08:06,64,drinks
523,08:06,65,spices
524,08:06,66,entrance
525,08:07,49,dairy
526,08:07,58,dairy
527,08:07,63,dairy
528,08:07,64,drinks
529,08:07,65,spices
530,08:07,66,fruit
531,08:07,67,entrance
532,08:08,49,dairy
533,08:08,58,dairy
534,08:08,63,dairy
535,08:08,64,drinks
536,08:08,65,spices
537,08:08,66,fruit
538,08:08,67,spices
539,08:08,68,entrance
540,08:09,49,dairy
541,08:09,58,dairy
542,08:09,63,dairy
543,08:09,64,fruit
544,08:09,65,spices
545,08:09,67,drinks
546,08:09,68,spices
547,08:09,69,entrance
548,08:10,49,dairy
549,08:10,58,dairy
550,08:10,63,dairy
551,08:10,64,fruit
552,08:10,65,spices
553,08:10,67,drinks
554,08:10,68,dairy
555,08:10,69,spices
556,08:10,70,entrance
557,08:11,49,dairy
558,08:11,58,dairy
559,08:11,63,drinks
560,08:11,64,fruit
561,08:11,65,dairy
562,08:11,67,spices
563,08:11,68,dairy
564,08:11,70,dairy
565,08:11,71,entrance
566,08:12,49,dairy
567,08:12,58,dairy
568,08:12,63,drinks
569,08:12,64,fruit
570,08:12,65,dairy
571,08:12,67,spices
572,08:12,68,drinks
573,08:12,70,dairy
574,08:12,71,fruit
575,08:12,72,entrance
576,08:13,49,dairy
577,08:13,58,dairy
578,08:13,63,drinks
579,08:13,64,dairy
580,08:13,65,dairy
581,08:13,67,spices
582,08:13,68,drinks
583,08:13,70,dairy
584,08:13,71,fruit
585,08:13,72,spices
586,08:13,73,entrance
587,08:14,49,fruit
588,08:14,58,dairy
589,08:14,64,dairy
590,08:14,65,dairy
591,08:14,67,fruit
592,08:14,68,drinks
593,08:14,71,fruit
594,08:14,72,drinks
595,08:14,73,spices
596,08:14,74,entrance
597,08:15,49,dairy
598,08:15,58,dairy
599,08:15,64,fruit
600,08:15,65,dairy
601,08:15,67,fruit
602,08:15,68,fruit
603,08:15,71,fruit
604,08:15,72,drinks
605,08:15,73,dairy
606,08:15,74,fruit
607,08:15,75,entrance
608,08:16,49,dairy
609,08:16,58,dairy
610,08:16,64,dairy
611,08:16,65,dairy
612,08:16,67,fruit
613,08:16,68,fruit
614,08:16,71,fruit
615,08:16,72,fruit
616,08:16,73,dairy
617,08:16,74,spices
618,08:16,75,fruit
619,08:16,76,entrance
620,08:17,49,dairy
621,08:17,58,fruit
622,08:17,64,dairy
623,08:17,65,dairy
624,08:17,67,fruit
625,08:17,68,fruit
626,08:17,72,fruit
627,08:17,73,dairy
628,08:17,74,spices
629,08:17,75,spices
630,08:17,76,fruit
631,08:17,77,entrance
632,08:18,49,dairy
633,08:18,58,drinks
634,08:18,64,dairy
635,08:18,65,dairy
636,08:18,67,fruit
637,08:18,68,fruit
638,08:18,72,fruit
639,08:18,73,dairy
640,08:18,74,dairy
641,08:18,75,dairy
642,08:18,76,fruit
643,08:18,77,fruit
644,08:18,78,entrance
645,08:19,49,dairy
646,08:19,58,drinks
647,08:19,64,dairy
648,08:19,65,spices
649,08:19,67,fruit
650,08:19,68,drinks
651,08:19,73,spices
652,08:19,74,fruit
653,08:19,75,dairy
654,08:19,76,fruit
655,08:19,77,spices
656,08:19,78,fruit
657,08:19,79,entrance
658,08:20,49,dairy
659,08:20,58,drinks
660,08:20,64,dairy
661,08:20,65,spices
662,08:20,67,fruit
663,08:20,73,drinks
664,08:20,74,fruit
665,08:20,75,drinks
666,08:20,76,fruit
667,08:20,77,spices
668,08:20,79,spices
669,08:20,80,entrance
670,08:21,49,spices
671,08:21,58,drinks
672,08:21,64,drinks
673,08:21,65,spices
674,08:21,67,dairy
675,08:21,73,fruit
676,08:21,75,drinks
677,08:21,76,fruit
678,08:21,77,spices
679,08:21,79,dairy
680,08:21,80,drinks
681,08:21,81,entrance
682,08:22,49,drinks
683,08:22,58,drinks
684,08:22,64,drinks
685,08:22,65,drinks
686,08:22,67,dairy
687,08:22,73,fruit
688,08:22,75,drinks
689,08:22,76,dairy
690,08:22,77,drinks
691,08:22,79,dairy
692,08:22,80,drinks
693,08:22,81,dairy
694,08:22,82,entrance
695,08:23,58,drinks
696,08:23,64,fruit
697,08:23,65,fruit
698,08:23,67,drinks
699,08:23,73,fruit
700,08:23,75,drinks
701,08:23,76,dairy
702,08:23,77,drinks
703,08:23,79,dairy
704,08:23,81,drinks
705,08:23,82,dairy
706,08:23,83,entrance
707,08:24,58,drinks
708,08:24,64,fruit
709,08:24,65,fruit
710,08:24,67,drinks
711,08:24,73,drinks
712,08:24,75,drinks
713,08:24,76,dairy
714,08:24,79,dairy
715,08:24,81,drinks
716,08:24,83,spices
717,08:24,84,entrance
718,08:25,58,drinks
719,08:25,65,fruit
720,08:25,67,drinks
721,08:25,73,drinks
722,08:25,75,fruit
723,08:25,76,dairy
724,08:25,81,drinks
725,08:25,83,fruit
726,08:25,84,fruit
727,08:25,85,entrance
728,08:26,58,drinks
729,08:26,65,fruit
730,08:26,67,drinks
731,08:26,75,dairy
732,08:26,76,dairy
733,08:26,83,checkout
734,08:26,84,fruit
735,08:26,85,dairy
736,08:26,86,entrance
737,08:27,65,drinks
738,08:27,75,dairy
739,08:27,76,dairy
740,08:27,84,fruit
741,08:27,85,drinks
742,08:27,86,dairy
743,08:27,87,entrance
744,08:28,75,dairy
745,08:28,76,dairy
746,08:28,84,fruit
747,08:28,85,drinks
748,08:28,86,dairy
749,08:28,87,fruit
750,08:28,88,entrance
751,08:29,75,dairy
752,08:29,76,dairy
753,08:29,84,fruit
754,08:29,85,drinks
755,08:29,86,dairy
756,08:29,87,drinks
757,08:29,88,fruit
758,08:29,89,entrance
759,08:30,76,spices
760,08:30,84,fruit
761,08:30,85,drinks
762,08:30,86,dairy
763,08:30,87,drinks
764,08:30,88,fruit
765,08:30,89,spices
766,08:30,90,entrance
767,08:31,76,spices
768,08:31,84,fruit
769,08:31,85,drinks
770,08:31,86,dairy
771,08:31,87,drinks
772,08:31,88,fruit
773,08:31,89,spices
774,08:31,90,dairy
775,08:31,91,entrance
776,08:32,76,spices
777,08:32,84,drinks
778,08:32,85,drinks
779,08:32,87,dairy
780,08:32,88,fruit
781,08:32,89,drinks
782,08:32,91,dairy
783,08:32,92,entrance
784,08:33,84,checkout
785,08:33,85,fruit
786,08:33,87,dairy
787,08:33,88,dairy
788,08:33,89,drinks
789,08:33,92,fruit
790,08:33,93,entrance
791,08:34,85,fruit
792,08:34,87,dairy
793,08:34,89,drinks
794,08:34,93,dairy
795,08:34,94,entrance
796,08:35,85,spices
797,08:35,87,dairy
798,08:35,89,drinks
799,08:35,93,fruit
800,08:35,94,fruit
801,08:35,95,entrance
802,08:36,85,drinks
803,08:36,87,dairy
804,08:36,89,drinks
805,08:36,93,fruit
806,08:36,94,fruit
807,08:36,95,fruit
808,08:36,96,entrance
809,08:37,87,dairy
810,08:37,89,drinks
811,08:37,93,dairy
812,08:37,94,fruit
813,08:37,95,fruit
814,08:37,96,dairy
815,08:37,97,entrance
816,08:38,87,dairy
817,08:38,89,spices
818,08:38,93,dairy
819,08:38,94,fruit
820,08:38,96,dairy
821,08:38,97,drinks
822,08:38,98,entrance
823,08:39,87,dairy
824,08:39,89,dairy
825,08:39,93,fruit
826,08:39,94,fruit
827,08:39,96,dairy
828,08:39,97,drinks
829,08:39,98,drinks
830,08:39,99,entrance
831,08:40,87,dairy
832,08:40,93,drinks
833,08:40,94,fruit
834,08:40,96,dairy
835,08:40,97,drinks
836,08:40,98,drinks
837,08:40,99,fruit
838,08:40,100,entrance
839,08:41,87,dairy
840,08:41,93,drinks
841,08:41,94,fruit
842,08:41,96,dairy
843,08:41,97,spices
844,08:41,98,spices
845,08:41,99,dairy
846,08:41,100,drinks
847,08:41,101,entrance
848,08:42,87,dairy
849,08:42,93,drinks
850,08:42,96,dairy
851,08:42,97,spices
852,08:42,98,dairy
853,08:42,99,dairy
854,08:42,100,drinks
855,08:42,101,fruit
856,08:42,102,entrance
857,08:43,87,dairy
858,08:43,93,drinks
859,08:43,96,dairy
860,08:43,97,spices
861,08:43,98,spices
862,08:43,99,dairy
863,08:43,100,drinks
864,08:43,101,fruit
865,08:43,102,dairy
866,08:43,103,entrance
867,08:44,87,dairy
868,08:44,93,drinks
869,08:44,96,dairy
870,08:44,97,spices
871,08:44,98,drinks
872,08:44,99,dairy
873,08:44,101,fruit
874,08:44,102,spices
875,08:44,103,dairy
876,08:44,104,entrance
877,08:45,87,dairy
878,08:45,93,drinks
879,08:45,96,drinks
880,08:45,98,spices
881,08:45,99,dairy
882,08:45,101,fruit
883,08:45,103,dairy
884,08:45,104,dairy
885,08:45,105,entrance
886,08:46,87,dairy
887,08:46,93,drinks
888,08:46,96,drinks
889,08:46,98,dairy
890,08:46,99,fruit
891,08:46,101,fruit
892,08:46,103,dairy
893,08:46,104,fruit
894,08:46,105,drinks
895,08:46,106,entrance
896,08:47,87,dairy
897,08:47,96,checkout
898,08:47,98,dairy
899,08:47,99,fruit
900,08:47,101,spices
901,08:47,103,dairy
902,08:47,104,fruit
903,08:47,105,drinks
904,08:47,106,drinks
905,08:47,107,entrance
906,08:48,96,checkout
907,08:48,98,drinks
908,08:48,99,spices
909,08:48,101,spices
910,08:48,103,dairy
911,08:48,104,fruit
912,08:48,105,drinks
913,08:48,106,drinks
914,08:48,107,spices
915,08:48,108,entrance
916,08:49,98,fruit
917,08:49,99,dairy
918,08:49,101,fruit
919,08:49,103,dairy
920,08:49,104,fruit
921,08:49,105,drinks
922,08:49,106,drinks
923,08:49,107,dairy
924,08:49,108,dairy
925,08:49,109,entrance
926,08:50,98,fruit
927,08:50,99,dairy
928,08:50,101,fruit
929,08:50,103,dairy
930,08:50,104,fruit
931,08:50,105,drinks
932,08:50,106,drinks
933,08:50,107,fruit
934,08:50,109,fruit
935,08:50,110,entrance
936,08:51,99,checkout
937,08:51,101,fruit
938,08:51,103,dairy
939,08:51,104,fruit
940,08:51,105,drinks
941,08:51,106,drinks
942,08:51,107,dairy
943,08:51,109,fruit
944,08:51,110,fruit
945,08:51,111,entrance
946,08:52,101,fruit
947,08:52,103,dairy
948,08:52,104,fruit
949,08:52,105,drinks
950,08:52,106,fruit
951,08:52,107,dairy
952,08:52,109,fruit
953,08:52,110,fruit
954,08:52,111,dairy
955,08:52,112,entrance
956,08:53,101,fruit
957,08:53,103,fruit
958,08:53,104,fruit
959,08:53,105,drinks
960,08:53,106,drinks
961,08:53,107,dairy
962,08:53,109,fruit
963,08:53,111,checkout
964,08:53,112,fruit
965,08:53,113,entrance
966,08:54,101,fruit
967,08:54,103,fruit
968,08:54,104,fruit
969,08:54,105,spices
970,08:54,107,dairy
971,08:54,111,checkout
972,08:54,112,fruit
973,08:54,113,fruit
974,08:54,114,entrance
975,08:55,101,drinks
976,08:55,103,spices
977,08:55,104,fruit
978,08:55,105,dairy
979,08:55,107,dairy
980,08:55,112,fruit
981,08:55,113,fruit
982,08:55,114,fruit
983,08:55,115,entrance
984,08:56,101,spices
985,08:56,103,spices
986,08:56,104,dairy
987,08:56,107,dairy
988,08:56,112,fruit
989,08:56,113,fruit
990,08:56,115,fruit
991,08:56,116,entrance
992,08:57,101,dairy
993,08:57,103,spices
994,08:57,104,dairy
995,08:57,107,fruit
996,08:57,112,dairy
997,08:57,115,dairy
998,08:57,116,dairy
999,08:57,117,entrance
1000,08:58,101,dairy
1001,08:58,103,dairy
1002,08:58,104,dairy
1003,08:58,107,fruit
1004,08:58,112,dairy
1005,08:58,115,dairy
1006,08:58,116,dairy
1007,08:58,117,fruit
1008,08:58,118,entrance
1009,08:59,101,dairy
1010,08:59,103,drinks
1011,08:59,104,dairy
1012,08:59,112,dairy
1013,08:59,115,dairy
1014,08:59,116,dairy
1015,08:59,117,fruit
1016,08:59,118,dairy
1017,08:59,119,entrance
1018,09:00,101,dairy
1019,09:00,103,drinks
1020,09:00,104,dairy
1021,09:00,112,dairy
1022,09:00,115,dairy
1023,09:00,116,dairy
1024,09:00,117,fruit
1025,09:00,118,dairy
1026,09:00,119,fruit
1027,09:00,120,entrance
1028,09:01,101,fruit
1029,09:01,104,dairy
1030,09:01,112,dairy
1031,09:01,115,spices
1032,09:01,116,dairy
1033,09:01,117,drinks
1034,09:01,118,dairy
1035,09:01,119,spices
1036,09:01,120,dairy
1037,09:01,121,entrance
1038,09:02,104,dairy
1039,09:02,112,dairy
1040,09:02,115,dairy
1041,09:02,116,dairy
1042,09:02,118,dairy
1043,09:02,119,dairy
1044,09:02,120,dairy
1045,09:02,121,drinks
1046,09:02,122,entrance
1047,09:03,104,spices
1048,09:03,112,dairy
1049,09:03,115,dairy
1050,09:03,116,dairy
1051,09:03,118,drinks
1052,09:03,119,dairy
1053,09:03,120,dairy
1054,09:03,121,drinks
1055,09:03,122,dairy
1056,09:03,123,entrance
1057,09:04,104,spices
1058,09:04,112,dairy
1059,09:04,115,dairy
1060,09:04,116,dairy
1061,09:04,119,drinks
1062,09:04,120,dairy
1063,09:04,121,drinks
1064,09:04,122,dairy
1065,09:04,123,dairy
1066,09:04,124,entrance
1067,09:05,104,spices
1068,09:05,112,dairy
1069,09:05,116,dairy
1070,09:05,119,drinks
1071,09:05,120,dairy
1072,09:05,122,dairy
1073,09:05,123,dairy
1074,09:05,124,spices
1075,09:05,125,entrance
1076,09:06,112,checkout
1077,09:06,119,drinks
1078,09:06,122,fruit
1079,09:06,123,dairy
1080,09:06,124,spices
1081,09:06,125,drinks
1082,09:06,126,entrance
1083,09:07,119,drinks
1084,09:07,122,spices
1085,09:07,124,dairy
1086,09:07,125,drinks
1087,09:07,126,drinks
1088,09:07,127,entrance
1089,09:08,119,fruit
1090,09:08,122,spices
1091,09:08,124,dairy
1092,09:08,125,drinks
1093,09:08,126,drinks
1094,09:08,127,drinks
1095,09:08,128,entrance
1096,09:09,122,checkout
1097,09:09,124,dairy
1098,09:09,126,drinks
1099,09:09,127,spices
1100,09:09,128,dairy
1101,09:09,129,entrance
1102,09:10,124,dairy
1103,09:10,127,fruit
1104,09:10,128,dairy
1105,09:10,129,drinks
1106,09:10,130,entrance
1107,09:11,124,dairy
1108,09:11,127,fruit
1109,09:11,128,dairy
1110,09:11,129,drinks
1111,09:11,130,dairy
1112,09:11,131,entrance
1113,09:12,124,dairy
1114,09:12,127,fruit
1115,09:12,128,drinks
1116,09:12,130,dairy
1117,09:12,131,fruit
1118,09:12,132,entrance
1119,09:13,124,dairy
1120,09:13,127,fruit
1121,09:13,130,checkout
1122,09:13,132,spices
1123,09:13,133,entrance
1124,09:14,124,drinks
1125,09:14,127,fruit
1126,09:14,132,drinks
1127,09:14,133,spices
1128,09:14,134,entrance
1129,09:15,124,spices
1130,09:15,127,fruit
1131,09:15,132,spices
1132,09:15,133,spices
1133,09:15,134,fruit
1134,09:15,135,entrance
1135,09:16,124,spices
1136,09:16,127,fruit
1137,09:16,132,drinks
1138,09:16,133,dairy
1139,09:16,135,dairy
1140,09:16,136,entrance
1141,09:17,127,fruit
1142,09:17,132,drinks
1143,09:17,133,dairy
1144,09:17,136,dairy
1145,09:17,137,entrance
1146,09:18,127,drinks
1147,09:18,132,drinks
1148,09:18,133,spices
1149,09:18,136,dairy
1150,09:18,137,drinks
1151,09:18,138,entrance
1152,09:19,127,fruit
1153,09:19,133,spices
1154,09:19,136,drinks
1155,09:19,137,drinks
1156,09:19,138,dairy
1157,09:19,139,entrance
1158,09:20,133,dairy
1159,09:20,136,drinks
1160,09:20,137,fruit
